book_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
5186,Edwidge Danticat,1994.0,"Breath, Eyes, Memory",eng,3.86,22123,319,1334,5970,8769,6463
12395,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",1932.0,Journey to the End of the Night,eng,4.25,17388,384,895,3016,6807,11511
4527502,Michael Connelly,2009.0,"The Scarecrow (Jack McEvoy, #2)",eng,4.03,22084,145,764,5633,11171,8361
16130537,Matt Haig,2013.0,The Humans,eng,4.07,16955,271,1016,4416,9664,8967
6566616,Anthony Horowitz,2009.0,"Crocodile Tears (Alex Rider, #8)",eng,4.18,23068,204,804,4240,8379,10934
3692091,Essam Youssef,2008.0,1/4 جرام,ara,4.02,15919,723,1012,2763,4996,7231
49158,Shaunti Feldhahn,2004.0,For Women Only: What You Need to Know about the Inner Lives of Men,en-US,4.06,15385,448,1090,3841,6139,8503
21362,"Dean Koontz, Keith Szarabajka",1998.0,"Seize the Night (Moonlight Bay, #2)",eng,4.07,21376,225,917,4913,8356,9057
38568,Lynsay Sands,2005.0,A Quick Bite (Argeneau #1),en-US,3.91,31557,1033,2379,7487,10154,12388
248682,Nora Roberts,2003.0,"Key of Knowledge (Key Trilogy, #2)",eng,4.09,26416,158,975,6098,10514,11143
144790,Matthew Reilly,1998.0,"Ice Station (Shane Schofield, #1)",eng,4.1,20605,420,895,3873,8034,9244
825508,Ken Follett,1993.0,A Dangerous Fortune,eng,3.99,18219,221,887,5260,10352,7571
27001,Jasper Fforde,2003.0,The Well of Lost Plots (Thursday Next #3),eng,4.09,28332,137,741,6322,13451,11171
25698,Adam Smith,1776.0,The Wealth of Nations,eng,3.87,17180,365,1331,5253,7277,6324
12872236,Richard Ford,2012.0,Canada,eng,3.49,18396,885,2694,6618,7567,3692
6628,Jasper Fforde,2005.0,"The Big Over Easy (Nursery Crime, #1)",en-US,3.92,24870,417,1313,6292,10981,8062
519048,"Holly Black, Tony DiTerlizzi",2000.0,"The Seeing Stone (The Spiderwick Chronicles, #2)",eng,3.87,29213,270,1555,8870,10716,8953
542389,Antony Beevor,1998.0,"Stalingrad: The Fateful Siege, 1942–1943",eng,4.29,18920,149,374,2508,7916,9630
6419566,Kyousuke Motomi,2001.0,"Beast Master, Vol. 1 (Beast Master, #1)",en-US,4.21,21692,599,1064,3337,4810,11928
191170,"Doreen Cronin, Betsy Lewin",2002.0,"Giggle, Giggle, Quack",en-US,4.19,22402,264,836,4219,6418,11029
1624,Beryl Markham,1942.0,West with the Night,en-US,4.18,19738,268,712,3554,7631,9763
2475251,Steven Galloway,2008.0,The Cellist of Sarajevo,eng,4.02,20403,188,921,4789,10513,7570
4066312,Lisa Kleypas,2009.0,"Smooth Talking Stranger (Travises, #3)",eng,4.17,28858,291,998,5222,11128,13190
9972053,Betty White,2011.0,If You Ask Me (And of Course You Won't),eng,3.65,22405,843,2269,7212,6985,6117
31862,"René Descartes, Donald A. Cress",1637.0,Discourse on Method and Meditations on First Philosophy,eng,3.67,20522,651,1997,6288,7044,5309
5739373,Daniel Silva,2009.0,"The Defector (Gabriel Allon, #9)",eng,4.28,18927,118,373,2743,8298,9829
12758317,John Irving,2012.0,In One Person,Unknown,3.65,18561,724,1843,6109,8396,4516
433533,L.M. Montgomery,1921.0,"Rilla of Ingleside (Anne of Green Gables, #8)",eng,4.16,29277,305,1311,5696,9945,14122
68143,James Surowiecki,2004.0,The Wisdom of Crowds,eng,3.8,18457,421,1364,5148,7135,5214
39033,"Douglas Preston, Lincoln Child",2003.0,"Still Life With Crows (Pendergast, #4)",eng,4.18,22493,105,592,4260,9855,10209
397860,James Herbert,1975.0,The Fog,Unknown,3.87,19322,376,1192,5239,6831,6256
8676,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986.0,Unlimited Power : The New Science Of Personal Achievement,Unknown,4.21,18588,361,725,3052,5911,9630
7122034,"Douglas Preston, Lincoln Child",2010.0,"Fever Dream (Pendergast, #10)",eng,4.09,21634,223,710,4491,10035,8737
11395597,Jeanette Winterson,2011.0,Why Be Happy When You Could Be Normal?,Unknown,3.94,19537,580,1359,4448,8189,7520
10193062,Ann Aguirre,2012.0,"Outpost (Razorland, #2)",en-US,4.12,25650,335,958,4840,10417,10932
18594409,Roz Chast,2014.0,Can't We Talk about Something More Pleasant?,eng,4.1,19118,803,842,2705,6635,8771
37847,"Marilyn Manson, Neil Strauss",1998.0,The Long Hard Road Out of Hell,eng,3.88,19011,631,1518,4598,6382,7148
9832370,BookRags,,BookRags Summary:  A Storm of Swords,eng,4.59,18960,278,151,877,4460,13194
372638,Bernard Waber,1965.0,"Lyle, Lyle, Crocodile",eng,4.13,24284,201,927,5305,7078,10896
10874177,Gail Carriger,2013.0,"Etiquette & Espionage (Finishing School, #1)",en-CA,3.79,29821,1096,2352,8632,13038,9495
3018539,"José Saramago, Margaret Jull Costa",2005.0,Death With Interruptions,eng,3.97,12984,404,1174,4551,8709,7464
58889,Tamora Pierce,1997.0,"Sandry's Book (Circle of Magic, #1)",en-US,3.99,30169,376,1573,7466,11106,11471
16431,Dean Koontz,1997.0,Sole Survivor,en-US,3.77,21203,297,1476,7077,8668,5663
27406704,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",2014.0,Britt-Marie Was Here,eng,4.07,21737,267,965,5404,12936,10089
44361,Rob Bell,2005.0,Velvet Elvis: Repainting the Christian Faith,Unknown,3.77,18071,1176,1550,4112,6538,6253
210834,"Rudyard Kipling, Edward Said",1901.0,Kim,eng,3.72,23349,811,2302,7461,9137,7053
508413,Beverly  Lewis,1997.0,"The Shunning (The Heritage of Lancaster County, #1)",Unknown,4.13,20379,259,890,3949,6976,9347
15711341,Anne Bishop,2013.0,"Written in Red (The Others, #1)",eng,4.29,29502,605,1032,3822,11031,17500
77378,Nicholas Meyer,1974.0,The Seven-Percent Solution,eng,4.14,19334,261,671,3692,6749,8566
319644,Suzanne Collins,2006.0,"Gregor and the Marks of Secret (Underland Chronicles, #4)",eng,4.21,23727,178,557,4117,9617,11202
3116205,Timothy J. Keller,2008.0,The Prodigal God: Recovering the Heart of the Christian Faith,en-US,4.39,20087,224,452,2163,6640,12134
44255,Peter Mayle,1991.0,Toujours Provence,eng,4.0,21873,157,798,5304,8767,7309
27398,Jonathan Harr,2005.0,The Lost Painting,en-US,3.71,18944,1034,1900,4883,5545,6193
16099189,Chris Bohjalian,2013.0,The Light in the Ruins,eng,3.65,20519,551,1705,6951,9434,4071
13642929,Sonia Sotomayor,2013.0,My Beloved World,eng,4.03,17742,510,769,3476,8242,7159
226004,Vernor Vinge,1998.0,"A Deepness in the Sky (Zones of Thought, #2)",en-US,4.32,21876,174,543,2822,8081,11857
18288,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781.0,Critique of Pure Reason,eng,3.92,19521,688,1489,4643,6790,7899
16298,Agatha Christie,1950.0,"A Murder Is Announced (Miss Marple, #5)",eng,3.96,25811,123,963,7616,12892,8618
926908,"Rien Poortvliet, Wil Huygen",1976.0,Gnomes,eng,4.01,22584,756,1388,4696,6450,10014
153193,MaryJanice Davidson,2004.0,"Undead and Unemployed (Undead, #2)",en-US,3.93,29168,370,1518,7953,10973,9934
1305,Steven Pressfield,1998.0,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Unknown,4.4,17952,156,421,2190,6333,11993
137098,Hester Browne,2005.0,"The Little Lady Agency (The Little Lady Agency, #1)",eng,3.74,22562,835,1757,6253,8021,6335
385228,John Stuart Mill,1859.0,On Liberty,eng,3.93,19604,344,1201,5117,7759,7146
22934446,Alan Cumming,2014.0,Not My Father's Son,eng,4.0,11436,424,935,4437,9923,7611
468070,Nigella Lawson,2007.0,"Nigella Express: Good Food, Fast",eng,3.96,20034,553,1078,4453,6801,7407
22914448,D.M. Pulley,2015.0,The Dead Key,eng,3.79,18773,490,1429,4814,7121,5159
7863423,Jill Shalvis,2010.0,"Simply Irresistible (Lucky Harbor, #1)",eng,3.92,27319,745,1545,6365,10778,9416
16247792,Sylvain Reynard,2013.0,"Gabriel's Redemption (Gabriel's Inferno, #3)",eng,4.23,28331,484,1236,4764,9220,15810
5989573,Bryan Lee O'Malley,2009.0,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",eng,4.33,24936,63,406,3250,9534,12846
213233,Atul Gawande,2007.0,Better: A Surgeon's Notes on Performance,en-US,4.19,17109,90,390,2914,8043,7627
15748335,Cherrie Lynn,2012.0,"Leave Me Breathless (Ross Siblings, #3)",en-GB,4.26,31188,267,770,4381,11203,14791
19095025,Kylie Scott,2014.0,"Play (Stage Dive, #2)",eng,4.33,22231,191,807,5002,14634,20632
6441654,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009.0,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality",en-US,4.39,18027,444,651,2157,2953,11849
49176,Eric Berne,1964.0,Games People Play,en-US,3.81,17035,415,1483,5128,6427,5736
18966322,Brandon Sanderson,2013.0,"Mitosis (The Reckoners, #1.5)",eng,3.87,17250,69,714,6245,10075,5078
7186,"Alexandre Dumas fils, David Coward",1848.0,La Dame aux Camélias,eng,3.97,13562,307,1229,5312,8075,8051
11942639,Rachel Hauck,2012.0,The Wedding Dress,en-US,3.83,16310,1150,2008,5888,8262,8959
206309,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996.0,Fish: A Proven Way to Boost Morale and Improve Results,eng,3.92,19405,466,1291,4735,6684,7164
49250,Stephen E. Ambrose,1994.0,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",eng,4.25,17875,173,399,2593,7279,8771
7981456,Linda Sue Park,2010.0,A Long Walk to Water: Based on a True Story,eng,4.23,21593,277,661,3284,8965,10889
8811139,Michael  Grant,2013.0,"Light (Gone, #6)",eng,4.4,23730,303,618,2811,7216,15408
28477789,"Vi Keeland, Penelope Ward",2016.0,Stuck-Up Suit,eng,4.14,22609,537,1283,4891,11325,13587
189147,Philip José Farmer,1971.0,"To Your Scattered Bodies Go (Riverworld, #1)",eng,3.94,22741,427,1395,5415,8710,8044
114132,Nora Roberts,2001.0,Midnight Bayou,eng,3.96,25476,299,1349,6724,9334,9151
12967,Mark Helprin,1983.0,Winter's Tale,en-US,3.5,19932,2418,3239,4817,5723,6971
106646,Sidney Sheldon,1991.0,The Doomsday Conspiracy,eng,3.59,17093,596,2010,5828,6174,3959
201175,"J.D. Robb, Susan Ericksen",1996.0,"Rapture in Death (In Death, #4)",Unknown,4.26,26184,68,505,4878,11770,14219
161744,Thomas Paine,1776.0,Common Sense,eng,3.97,16864,281,1132,5353,8174,7712
54529,Adeline Yen Mah,1997.0,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,eng,3.88,19598,317,1123,5386,8488,5987
3338544,مصطفى محمود,1970.0,رحلتي من الشك إلى الإيمان,ara,4.03,16854,521,987,3072,6054,7053
13416236,C.C. Hunter,2012.0,"Whispers at Moonrise (Shadow Falls, #4)",eng,4.38,28430,212,657,3437,8916,16700
7148931,Timothy Ferriss,2000.0,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",en-US,3.76,15007,569,1711,5386,7654,5538
58314,"Michel Houellebecq, Frank Wynne",1998.0,The Elementary Particles,eng,3.78,13577,794,1747,4883,8198,6069
17314410,Georgia Cates,2013.0,"Beauty from Surrender (Beauty, #2)",eng,4.13,31623,401,1331,6108,12239,14314
224410,"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",2005.0,Dracula (Marvel Illustrated),Unknown,3.93,14660,530,858,3138,4859,5344
207266,Dav Pilkey,1997.0,"The Adventures of Captain Underpants (Captain Underpants, #1)",eng,3.84,22535,1219,2033,5555,6124,9483
13435889,Paul Tough,2012.0,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",eng,3.91,16402,323,872,4268,7381,5301
149049,Arthur C. Clarke,1979.0,The Fountains of Paradise,eng,3.96,20012,164,867,5265,8697,6543
98920,Elif Shafak,2006.0,The Bastard of Istanbul,eng,3.79,14215,522,1543,5490,8464,5545
17237214,David Levithan,2013.0,Two Boys Kissing,eng,4.11,24587,1030,1238,4237,7808,12745
5171894,James Rollins,,"The Doomsday Key (Sigma Force, #6)",en-US,4.16,19510,169,555,3623,8819,8665
21726,Scott B. Smith,2006.0,The Ruins,en-US,3.5,21613,1489,2856,6816,7822,4949
336245,Erin Hunter,2004.0,"A Dangerous Path (Warriors, #5)",eng,4.42,26126,154,522,3161,7526,16348
543339,Michael Blake,1988.0,"Dances with Wolves (Dances with Wolves, #1)",eng,4.19,19133,259,702,3341,6638,9426
153779,Tamora Pierce,2009.0,"Bloodhound (Beka Cooper, #2)",eng,4.26,29414,216,826,4450,10390,14688
6122735,Brent Weeks,2009.0,"The Night Angel Trilogy (Night Angel, #1-3)",eng,4.42,17523,153,391,1834,5695,11225
426025,William Faulkner,1930.0,A Rose for Emily and Other Stories,eng,4.06,22629,287,1072,4609,8091,8986
5883777,Anonymous,2001.0,The Holy Bible: English Standard Version,eng,4.66,17863,652,431,1082,1909,19162
321545,Ellis Peters,1977.0,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",en-US,3.99,23590,336,913,5780,10003,8319
233389,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550.0,The Lives of the Artists,eng,3.78,18288,1162,1589,4059,5271,6657
84139,Sherrilyn Kenyon,2005.0,"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",en-US,4.34,32491,102,589,4620,11491,18007
4935682,Angie Sage,2009.0,"Syren (Septimus Heap, #5)",eng,4.1,25245,295,1064,5244,9193,10883
5558786,"Dmitry Glukhovsky, M. David Drevs",2005.0,"Metro 2033 (METRO, #1)",ger,3.98,15858,425,1428,4526,8809,8142
5396496,Christos Tsiolkas,2008.0,The Slap,eng,3.16,18037,2342,3586,6580,6319,2641
207781,"Robert Henri, Forbes Watson, Margery A. Ryerson",1929.0,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)",eng,3.87,16333,844,1426,3427,4138,6712
17171909,Marcus Sakey,2013.0,"Brilliance (Brilliance Saga, #1)",eng,3.95,11235,346,1001,4700,9791,6539
26583370,Camille Pagán,2015.0,Life and Other Near-Death Experiences,en-GB,3.82,19073,354,1299,5217,7393,5381
9799,Jonathan Lethem,2003.0,The Fortress of Solitude,eng,3.87,15100,421,1188,3995,7181,5329
379316,Dean Koontz,2007.0,The Darkest Evening of the Year,eng,3.71,21297,640,2073,6435,7414,5990
18077769,Jeff VanderMeer,2014.0,"Authority (Southern Reach, #2)",eng,3.55,18430,479,2316,7397,8433,3522
277190,"Holly Black, Tony DiTerlizzi",2004.0,"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)",en-US,3.92,28129,316,1495,7798,9786,9539
11101772,Caroline Preston,2011.0,The Scrapbook of Frankie Pratt,eng,3.72,20508,1195,2160,4894,5257,7042
251762,Myla Goldberg,2000.0,Bee Season,eng,3.55,21160,661,2299,7318,8016,3890
182012,Karin Slaughter,2004.0,"Indelible (Grant County, #4)",eng,4.19,20930,155,520,3918,9155,9886
236208,Dean Koontz,1976.0,Night Chills,en-US,3.86,20424,275,1151,6024,7117,6248
29254,"Ram Dass, Richard Alpert",1971.0,Be Here Now,en-US,4.27,18275,268,616,2724,5214,9847
6530,Patricia Cornwell,2004.0,"Trace (Kay Scarpetta, #13)",eng,3.76,23287,416,1887,7564,8950,6530
1279686,Conn Iggulden,2007.0,"Genghis: Birth of an Empire (Conqueror, #1)",en-US,4.34,16498,95,284,2282,7668,9978
291354,David Eddings,1990.0,"The Ruby Knight (The Elenium, #2)",eng,3.96,24586,240,1390,6250,9329,8639
32638,Clive Barker,1992.0,The Thief of Always,eng,4.18,19799,138,613,3904,7989,9556
715791,Lara Adrian,2007.0,"Kiss of Crimson (Midnight Breed, #2)",en-US,4.17,31897,262,1108,6094,12314,14843
2653622,Tess Gerritsen,2008.0,"The Keepsake (Rizzoli & Isles, #7)",en-US,4.09,21829,110,574,5338,11158,9146
17660462,Brad Stone,2013.0,The Everything Store: Jeff Bezos and the Age of Amazon,eng,4.06,20539,391,774,4261,10710,8542
25564446,Brittainy C. Cherry,2015.0,"The Air He Breathes (Elements, #1)",Unknown,4.2,22217,907,1248,4590,9980,16644
3585344,Kresley Cole,2009.0,Kiss of a Demon King (Immortals After Dark #7),eng,4.35,31111,145,684,4073,10851,17558
478951,Steven Erikson,2006.0,"The Bonehunters (Malazan Book of the Fallen, #6)",eng,4.42,20359,116,320,2100,7539,12593
16119079,Heidi McLaughlin,2012.0,"Forever My Girl (The Beaumont Series, #1)",eng,4.04,32853,617,1596,6661,13470,13072
22341276,Charlie N. Holmberg,2014.0,"The Glass Magician (The Paper Magician Trilogy, #2)",Unknown,3.87,13650,174,1149,6238,9437,5976
10098912,Ashwin Sanghi,2010.0,Chanakya's Chant,eng,3.68,15474,461,1524,4860,6697,3728
12467,Norman Mailer,1948.0,The Naked and the Dead,eng,3.94,18912,358,1059,4375,7826,6294
35100,James M. McPherson,1988.0,Battle Cry of Freedom,eng,4.32,19132,265,555,2404,6214,10888
646056,"Michael Teitelbaum, Sue DiCicco",1989.0,The Little Mermaid,Unknown,4.36,21994,323,756,3161,4231,13608
86424,"James Patterson, Andrew Gross",2005.0,Lifeguard,Unknown,3.76,20053,286,1396,6763,7906,5262
7783920,Rob Buyea,2010.0,Because of Mr. Terupt,eng,4.34,20632,244,525,2713,6883,12142
37739,Judy Blume,1974.0,Blubber,en-GB,3.78,25402,486,1685,8274,9879,7138
7954556,Jeaniene Frost,2011.0,"One Grave at a Time (Night Huntress, #6)",eng,4.25,34506,168,934,5778,13344,17370
9897164,Jennifer L. Armentrout,2013.0,"Apollyon (Covenant, #4)",eng,4.4,31942,221,740,3490,10240,19350
6202661,Lindsey Kelk,2009.0,"I Heart New York (I Heart, #1)",en-US,3.84,19491,716,1673,4895,5984,7197
2213324,Meg Cabot,2008.0,"Airhead (Airhead, #1)",eng,3.77,32457,875,2861,9350,11142,9873
25190,"A.N. Roquelaure, Anne Rice",1985.0,"Beauty's Release (Sleeping Beauty, #3)",eng,3.71,22424,1218,2541,6190,6212,7879
3389671,Beth Fantaskey,2000.0,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",en-US,3.85,32763,1142,2833,8503,10877,12126
26596,E.E. Cummings,1991.0,"Complete Poems, 1904-1962",eng,4.35,18662,203,429,2315,5491,10376
1635,"Larry Bossidy, Ram Charan, Charles Burck",2009.0,Execution: The Discipline of Getting Things Done,en-US,3.83,18065,502,1362,4635,6322,5724
20663702,Caitlin Doughty,2014.0,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,eng,4.04,10979,550,941,3694,8369,8115
7096123,Daniel Silva,2010.0,"The Rembrandt Affair (Gabriel Allon, #10)",eng,4.26,18957,121,326,2868,8829,9629
15730101,H.P. Lovecraft,1928.0,The Call of Cthulhu,eng,4.05,17199,285,959,4341,8054,8181
373915,"Joe Hill, Christopher Golden",2005.0,20th Century Ghosts,en-US,3.95,21987,538,1275,5254,9463,8253
6819,David Mitchell,1999.0,Ghostwritten,eng,4.06,17900,181,793,3703,9341,7160
21219083,Simon Wood,2015.0,The One That Got Away,eng,3.77,17367,393,1233,5036,6730,4495
8709528,Richelle Mead,2015.0,"The Ruby Circle (Bloodlines, #6)",eng,4.22,29260,287,1123,5153,10792,15535
5983694,Grace Lin,2009.0,Where the Mountain Meets the Moon,eng,4.24,24371,412,847,3501,8419,12499
125190,Arthur Ransome,1930.0,"Swallows and Amazons (Swallows and Amazons, #1)",eng,3.98,21716,642,1298,4729,7511,8871
9442157,Olivia Cunning,2011.0,"Rock Hard (Sinners on Tour, #2)",eng,4.11,35676,464,1612,6583,13099,15450
20525628,Caitlin Moran,2014.0,How to Build a Girl,eng,3.69,16981,652,1846,5934,8198,4847
1407874,Andrea Hirata,2006.0,"Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",ind,4.09,12998,115,470,2621,5115,5184
28116,A.J. Jacobs,2004.0,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,eng,3.77,22226,363,1599,6470,9528,5296
15811495,Lisa Gardner,2013.0,"Touch & Go (Tessa Leoni, #2)",eng,4.05,19016,204,671,4257,10159,7395
126807,Chris Bohjalian,2007.0,The Double Bind,eng,3.62,22067,783,2346,6910,8931,4803
9751378,Mary Kay Andrews,2011.0,Summer Rental,en-US,3.78,20723,304,1417,6893,9075,5477
23553419,S.K. Tremayne,2015.0,The Ice Twins,eng,3.68,16718,682,2138,6540,8485,5383
17899696,J.A. Redmerski,2013.0,"The Edge of Always (The Edge of Never, #2)",eng,4.02,17532,513,1839,6702,11539,12525
2873,Tracy Chevalier,1997.0,The Virgin Blue,eng,3.65,23484,448,2266,7840,9042,5119
15797397,Michael Moss,2013.0,Salt Sugar Fat: How the Food Giants Hooked Us,eng,3.98,18542,407,876,4094,8465,6613
225038,"Edward Eager, N.M. Bodecker",1954.0,"Half Magic (Tales of Magic, #1)",en-US,3.94,28580,507,1478,7170,10600,9964
7090785,"Steve Hockensmith, Jane Austen, Patrick Arrasmith",2007.0,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",eng,3.47,20207,2092,2269,5514,5637,5325
7180727,Lisa Gardner,2010.0,"Live to Tell (Detective D.D. Warren, #4)",eng,4.18,21984,123,417,3923,10647,9443
825081,Kevin Henkes,1996.0,Lilly's Purple Plastic Purse,Unknown,4.2,24247,363,1027,4189,6699,12104
368916,Helene Hanff,1970.0,"84, Charing Cross Road",eng,4.19,26899,163,779,4650,11589,12336
5153799,J.R. Ward,2008.0,"Father Mine (Black Dagger Brotherhood, #6.5)",eng,4.51,32178,71,442,3034,8381,20636
14572,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",1990.0,Peace Is Every Step: The Path of Mindfulness in Everyday Life,eng,4.34,19152,145,400,2396,6295,10280
6686671,Kyousuke Motomi,2007.0,"Electric Daisy, Vol. 1 (Dengeki Daisy, #1)",ind,4.3,20880,396,793,3035,5564,12344
29868610,Anna Kendrick,2016.0,Scrappy Little Nobody,eng,3.91,28719,275,1415,7792,14453,8675
24429934,Robert Masello,2015.0,The Einstein Prophecy,en-US,3.58,19019,589,1955,6145,6690,3764
7307795,Kate Atkinson,2010.0,"Started Early, Took My Dog (Jackson Brodie, #4)",eng,3.89,21662,431,1181,5849,11170,6803
107032,"Jim Starlin, Jim Aparo, Mike DeCarlo",1988.0,Batman: A Death in the Family,eng,4.05,19765,244,1068,4259,6280,8172
16085517,Colum McCann,2013.0,TransAtlantic,eng,3.81,18065,453,1370,4914,8149,5155
6871616,Jeaniene Frost,2010.0,"Eternal Kiss of Darkness (Night Huntress World, #2)",en-GB,4.21,31967,192,923,5674,12556,15606
129117,Lisa Lutz,2007.0,"The Spellman Files (The Spellmans, #1)",eng,3.88,23788,605,1611,6457,11021,8112
32626,Clive Barker,1984.0,Books of Blood: Volumes One to Three (Books of Blood #1-3),eng,4.16,20228,256,726,3560,7252,9135
294046,James Rollins,2007.0,"The Judas Strain (Sigma Force, #4)",eng,4.15,20976,143,572,3921,9502,9005
33333,Donald Miller,2000.0,Searching for God Knows What,en-US,3.92,19383,432,1096,4533,7128,6507
30122,Shel Silverstein,1976.0,The Missing Piece,Unknown,4.27,21207,199,694,3306,6596,11254
56842,Robert   Harris,1992.0,Fatherland,eng,3.96,18917,149,905,5294,10674,6540
7132363,Daniel Suarez,2010.0,"Freedom™ (Daemon, #2)",en-US,4.27,12456,114,508,2635,7489,9346
92508,Thornton Wilder,1927.0,The Bridge of San Luis Rey,en-US,3.8,22003,490,1799,6443,8370,6759
1772910,Fyodor Dostoyevsky,1848.0,White Nights,eng,4.05,13405,195,1016,4708,8823,8543
5215879,Laurell K. Hamilton,2009.0,"Skin Trade (Anita Blake, Vampire Hunter #17)",en-US,3.9,29261,952,2377,6995,9455,11604
481749,James E. Talmage,1915.0,Jesus the Christ,Unknown,4.63,17179,354,241,926,2909,14280
1693617,Don Ferguson,1994.0,Disney's the Lion King,en-US,4.49,19553,156,432,2182,3598,13196
31168,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",1849.0,Shirley,Unknown,3.71,22562,685,1969,7159,8020,6255
114129,Nora Roberts,1995.0,"Born in Ice (Born In Trilogy, #2)",en-US,4.13,26219,123,739,5633,10239,11141
9569,Tom Robbins,2003.0,Villa Incognito,Unknown,3.65,14206,306,1431,5022,5721,3283
22237161,Paul Beatty,2015.0,The Sellout,eng,3.8,21733,862,1983,6288,10625,7370
21325,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004.0,"Fables, Vol. 4: March of the Wooden Soldiers",eng,4.29,23624,188,425,2936,9133,11279
28077464,"Lee Child, Dick Hill",2016.0,Night School,eng,3.96,11181,448,1260,6239,11091,8973
9578677,Tess Gerritsen,2011.0,"The Silent Girl (Rizzoli & Isles, #9)",en-US,4.13,21444,116,597,4619,10822,9364
11301,Dr. Seuss,1940.0,Horton Hatches the Egg,eng,4.14,29676,588,1341,5981,8275,14774
17733861,Bella Forrest,,"A Shade of Blood (A Shade of Vampire, #2)",eng,4.01,24757,437,1315,5250,8685,9424
15827066,"Jenna Miscavige Hill, Lisa Pulitzer",2013.0,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,eng,3.72,12643,483,1574,6319,8184,4901
73945,"Plato, James J. Helm",,Apology,eng,4.15,18261,301,818,3836,7668,9642
102953,"Garth Ennis, Steve Dillon, Penn Jillette",1997.0,"Preacher, Volume 3: Proud Americans",eng,4.27,19451,296,541,2525,6492,9908
12880428,Anne Rice,2012.0,"The Wolf Gift (The Wolf Gift Chronicles, #1)",eng,3.52,19008,1359,2821,6379,6548,5367
867650,"Diane Muldrow, J.P. Miller",1954.0,The Little Red Hen (Little Golden Book),Unknown,4.2,22932,227,812,4691,5715,11598
10875239,Sandra Brown,2011.0,Lethal,Unknown,4.04,20353,212,736,4566,9754,7504
3974,Dan Simmons,2007.0,The Terror,eng,4.0,21225,521,1324,4438,9180,8763
773606,Ludwig Bemelmans,1953.0,Madeline's Rescue,eng,4.24,24495,195,735,4405,7017,12296
6694937,"John Heilemann, Mark Halperin",2010.0,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Unknown,4.1,16800,119,486,3209,8656,6516
659622,V.C. Andrews,1987.0,"Garden of Shadows (Dollanganger, #5)",eng,3.88,23139,392,1810,6511,7703,8409
10599805,Kim Harrison,2012.0,"A Perfect Blood (The Hollows, #10)",en-US,4.38,26455,97,367,3225,10865,15590
124524,"Joni Eareckson Tada, Joe Musser",1976.0,Joni: An Unforgettable Story,en-US,4.23,20191,254,528,3428,6484,10003
93768,"Margaret Weis, Tracy Hickman",1986.0,"War of the Twins (Dragonlance: Legends, #2)",eng,4.11,21559,116,817,4754,8513,9415
7856305,James Patterson,2010.0,"Cross Fire (Alex Cross, #17)",eng,4.04,20407,157,726,5185,9708,8128
148821,Ross King,2000.0,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,en-US,3.84,17931,744,1261,4278,6357,6032
582533,Shakti Gawain,1978.0,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,eng,4.13,17811,299,797,3397,5721,8237
40329,Janet Evanovich,2004.0,"Metro Girl (Alex Barnaby, #1)",eng,3.6,27115,740,3055,9354,8807,6419
25454883,"Colleen Hoover, Tarryn Fisher",2016.0,"Never Never: Part Three (Never Never, #3)",en-GB,3.48,26749,1433,3750,8421,7637,5958
